"Product or process","Functional unit","Global warming potential per functional unit","Unit for 'Global warming potential' reporting","Country","Institution","System boundary","Included stages or activities","Impact categories","Ozone depletion potential per functional unit","Unit for 'Ozone depletion potential' reporting","Ozone formation per functional unit","Unit for 'Ozone formation' per functional unit","Ozone formation: human health per functional unit","Unit for 'Ozone formation: human health' reporting","Ozone formation: terrestrial ecosystems per functional unit","Unit for 'Ozone formation: terrestrial ecosystems' reporting","Photochemical oxidant creation potential
per functional unit","Unit for 'Photochemical oxidant creation potential' reporting","Acidification potential per functional unit","Unit for 'Acidification potential' reporting","Terrestrial acidification potential
per functional unit","Unit for 'Terrestrial acidification potential' reporting","Aquatic acidification potential
per functional unit","Unit for 'Aquatic acidification potential' reporting","Ocean acidification per functional unit","Unit for 'Ocean acidification' reporting","Eutrophication potential per functional unit","Unit for 'Eutrophication potential' reporting","Eutrophication potential: air per functional unit","Unit for 'Eutrophication potential: air' reporting","Eutrophication potential: water per functional unit","Unit for 'Eutrophication potential: water' reporting","Terrestrial eutrophication potential per functional unit","Unit for 'Terrestrial eutrophication potential' reporting","Marine eutrophication potential
per functional unit","Unit for 'Marine eutrophication potential' reporting","Freshwater eutrophication potential per functional unit","Unit for 'Freshwater eutrophication potential' reporting","Aquatic eutrophication potential
per functional unit","Unit for 'Aquatic eutrophication potential' reporting","Reactive nitrogen in water
per functional unit","Unit for 'Reactive nitrogen in water' reporting","Respiratory effects per functional unit","Unit for 'Respiratory effects' reporting","Particulate matter formation
per functional unit","Unit for 'Particulate matter formation' reporting","Respiratory
inorganics per functional unit","Unit for 'Respiratory
inorganics' reporting","Respiratory
organics
per functional unit","Unit for 'Respiratory
organics' reporting","Air pollution, sulfur dioxide
per functional unit","Unit for 'Air pollution, sulfur dioxide' reporting","Air pollution, nitrogen oxides
per functional unit","Unit for 'Air pollution, nitrogen oxides' reporting","Ecotoxicity potential
per functional unit","Unit for 'Ecotoxicity potential' reporting","Terrestrial ecotoxicity potential per functional unit","Unit for 'Terrestrial ecotoxicity potential' reporting","Freshwater aquatic ecotoxicity potential
per functional unit","Unit for 'Freshwater aquatic ecotoxicity potential' reporting","Marine aquatic ecotoxicity potential
per functional unit","Unit for 'Marine aquatic ecotoxicity potential' reporting","Aquatic ecotoxicity potential per functional unit","Unit for 'Aquatic ecotoxicity potential' reporting","Terrestrial ecotoxicity potential per functional unit 2","Unit for 'Terrestrial ecotoxicity potential' reporting 2","Human health: carcinogens
per functional unit","Unit for 'Human health: carcinogens reporting","Human health: non-carcinogens
per functional unit","Unit for 'Human health: non-carcinogens' reporting","Human toxicity potential
per functional unit","Unit for 'Human toxicity potential' reporting","Human toxicity potential: carcinogens
per functional unit","Unit for 'Human toxicity potential: carcinogens' reporting","Human toxicity potential: non-carcinogens per functional unit","Unit for 'Human toxicity potential: non-carcinogens' reporting","Total Malaria risk
per functional unit","Unit for 'Total malaria risk' reporting","Ionizing radiation per functional unit","Unit for 'Ionizing radiation' reporting","Ionizing radiation: human health per functional unit","Unit for 'Ionizing radiation: human health' reporting","Land use per functional unit","Unit for 'Land use' reporting","Agricultural land occupation per functional unit","Unit for 'Agricultural land occupation' reporting","Urban land occupation per functional unit","Unit for 'Urban land occupation' reporting","Land occupation
per functional unit","Unit for 'Land occupation' reporting","Natural land transformation per functional unit","Unit for 'Natural land transformation' reporting","Water use per functional unit","Unit for 'Water use' reporting","Blue water use per functional unit","Unit for 'Blue water use' reporting","Water scarcity per functional unit","Unit for 'Water scarcity' reporting","Scarce water use
per functional unit","Unit for 'Scarce water use' reporting","Water withdrawal per functional unit","Unit for 'Water withdrawal' reporting","Water footprint per functional unit","Unit for 'Water footprint' reporting","Metal depletion per functional unit","Unit for 'Metal depletion' reporting","Fossil depletion per functional unit","Unit for 'Fossil depletion' reporting","Abiotic fossil fuel depletion per functional unit","Unit for 'Abiotic fossil fuel depletion' reporting","Abiotic depletion potential: elements per functional unit","Unit for 'Abiotic depletion potential: elements' reporting","Abiotic depletion potential per functional unit","Unit for 'Abiotic depletion potential' reporting","Abiotic material extraction","Unit for 'Abiotic material extraction' reporting","Renewable energy carriers
per functional unit","Unit for 'Renewable energy carriers' reporting","Non-renewable energy carriers
per functional unit","Unit for 'Non-renewable energy carriers' reporting","Fossil energy carriers
per functional unit","Unit for 'Fossil energy carriers' reporting","Fossil fuels per functional unit","Unit for 'Fossil fuels' reporting","Minerals per functional unit","Unit for 'Minerals' reporting","Mineral resource scarcity per functional unit","Unit for 'Mineral resource scarcity' reporting","Fossil resource scarcity per functional unit","Unit for 'Fossil resource scarcity' reporting","Natural resource energy per functional unit","Unit for Natural resource energy' reporting","Resources: non-renewable per functional unit","Unit for 'Resources: non-renewable' reporting","Resources, renewable per functional unit","Unit for 'Resources: renewable' reporting","Resource use: energy carriers per fucntional unit","Unit for 'Resource use: energy carriers' reporting","Resource use: minerals and metals per functional unit","Unit for 'Resource use: minerals and metals' reporting","Resource use: fossils per functional unit","Unit for 'Resource use: fossils' reporting","Resource depletion per functional unit","Unit for 'Resource depletion' reporting","Cumulative energy demand per functional unit","Unit for 'Cumulative energy demand' reporting","Cumulative energy demand: non-renewable
per functional unit","Unit for 'Cumulative energy demand: non-renewable' reporting","Cumulative energy demand: renewable
per functional unit","Unit for 'Cumulative energy demand: renewable' reporting","Non-renewable energy use per functional unit","Unit for 'Non-renewable energy use' reporting","Primary energy consumption per functional unit","Unit for 'Primary energy consumption' reporting","Primary energy demand per functional unit","Unit for 'Primary energy demand' reporting","Hazardous waste
per functional unit","Unit for 'Hazardous waste' reporting","Heavy metals per functional unit","Unit for 'Heavy metals' reporting","Solid waste per functional unit","Unit for 'Solid waste' reporting","Human health
(Endpoint) per functional unit","Unit for 'Human health (Endpoint)' reporting","Resources (Endpoint) per functional unit","Unit for 'Resources (Endpoint)' reporting","Ecosystems (Endpoint) per functional unit","Unit for 'Ecosystems' reporting","Dissipated water per functional unit","Unit for 'Dissipated water' reporting","Resource depletion: water per functional unit","Unit for 'Resource depletion: water per functional unit' reporting","Species extinction risk per functional unit","Unit for 'Species extinction risk' reporting","References 2","Data sources copy 2"
"Phacoemulsification cataract surgery","One procedure","1.14E+02"
"Phacoemulsification cataract surgery","One procedure","6.70E+01"
"Phacoemulsification cataract surgery","One procedure","8.60E+01"
"Phacoemulsification cataract surgery","One procedure","8.11E+01"
"Phacoemulsification cataract surgery in India","Removal of cataract in one eye using phacoemulsification","5.89E+00"
"Phase III clinical trial, ADRIATIC trial","One clinical trial","1.64E+06"
"Phase III clinical trial, ADRIATIC trial, per randomized patient","One patient","2.45E+03"
"Phase III clinical trial, DAPA-HF trial","One clinical trial","2.50E+06"
"Phase III clinical trial, DAPA-HF trial, per randomized patient","One patient","5.27E+02"
"Phase III clinical trial, unspecified asthma trial","One clinical trial","1.44E+06"
"Phase III clinical trial, unspecified asthma trial, per randomized patient","One patient","7.18E+02"
"Phenylephrine HCl (sympathomimetic: selective alpha1 agonist)","One kilogram of active pharmaceutical ingredient (API)","1.71E+02"
"Philippines health system","Provision over one year","5.22E+09"
"Philippines health system","Provision over one year, national","5.72E+09"
"Philippines health system, per capita","Provision over one year, per capita","5.10E+01"
"Poland health system","Provision over one year","1.23E+10"
"Poland health system","Provision over one year","1.30E+10"
"Poland health system","Provision over one year","1.48E+10"
"Poland health system","Provision over one year","1.23E+10"
"Poland health system","Provision over one year","1.59E+10"
"Poland health system","Provision over one year","1.29E+10"
"Poland health system","Provision over one year","1.29E+10"
"Poland health system","Provision over one year","1.27E+10"
"Poland health system","Provision over one year","1.25E+10"
"Poland health system","Provision over one year","1.74E+10"
"Poland health system","Provision over one year","1.38E+10"
"Poland health system","Provision over one year","1.24E+10"
"Poland health system","Provision over one year","1.07E+10"
"Poland health system","Provision over one year","1.32E+10"
"Poland health system","Provision over one year","1.62E+10"
"Poland health system","Provision over one year, national","1.07E+10"
"Poland health system, per capita","Provision over one year, per capita","2.81E+02"
"Polypectomy, single-use","One use","0.41E+00"
"Polypropylene wrap, single-use, incineration","Sterile packaging of a standard format surgical instrument tray for 5000 sterilization cycles","1.87E+03"
"Polypropylene wrap, single-use, upcycling","Sterile packaging of a standard format surgical instrument tray for 5000 sterilization cycles","8.83E+02"
"Portugal health system","Provision over one year","6.13E+09"
"Portugal health system","Provision over one year","4.92E+09"
"Portugal health system","Provision over one year","5.27E+09"
"Portugal health system","Provision over one year","3.60E+09"
"Portugal health system","Provision over one year","6.28E+09"
"Portugal health system","Provision over one year","5.68E+09"
"Portugal health system","Provision over one year","4.84E+09"
"Portugal health system","Provision over one year","5.05E+09"
"Portugal health system","Provision over one year","5.90E+09"
"Portugal health system","Provision over one year","6.48E+09"
"Portugal health system","Provision over one year","4.00E+09"
"Portugal health system","Provision over one year","6.18E+09"
"Portugal health system","Provision over one year","5.61E+09"
"Portugal health system","Provision over one year","4.96E+09"
"Portugal health system","Provision over one year","5.98E+09"
"Portugal health system","Provision over one year","3.92E+09"
"Portugal health system","Provision over one year, national","3.90E+09"
"Portugal health system","Provision over one year, per million people",""
"Portugal health system, per capita","Provision over one year, per capita","3.79E+02"
"Post-orthodontic retention, Essix retainer","One item","1.09E-01"
"Post-orthodontic retention, Hawley retainer","One item","1.53E-01"
"Postoperative follow-up for lower limb vascular surgery, in-person","Post-operative follow-up for 28 patients","2.89E+03"
"Postoperative follow-up for lower limb vascular surgery, remote","Post-operative follow-up for 28 patients","1.30E+03"
"Postoperative follow-up for lower limb vascular surgery, with surgical site infection, in-person","Post-operative follow-up for 8 patients","2.19E+03"
"Postoperative follow-up for lower limb vascular surgery, with surgical site infection, remote","Post-operative follow-up for 8 patients","1.27E+03"
"Postoperative follow-up for lower limb vascular surgery, without infection, in-person","Post-operative follow-up for 20 patients","7.00E+02"
"Postoperative follow-up for lower limb vascular surgery, without infection, remote","Post-operative follow-up for 20 patients","2.88E+01"
"Preoperative evaluation for elective spine surgery (pre-intervention)","Per patient evaluated","8.45E+01"
"Preoperative visit to benign foregut clinic, in-person, air travel","One appointment","3.96E+01"
"Preoperative visit to benign foregut clinic, in-person, car travel","One appointment","3.82E+01"
"Preoperative visit to benign foregut clinic, virtual, attended via all-in-one computer or laptop","One appointment","2.62E+00"
"Preoperative visit to benign foregut clinic, virtual, attended via cell phone","One appointment","2.22E+00"
"Preoperative visit to benign foregut clinic, virtual, attended via desktop computer","One appointment","2.99E+00"
"Preoperative visit to benign foregut clinic, virtual, attended via tablet","One appointment","2.26E+00"
"Pressurized metered dose inhaler, Ciclesonide (160 ug)","One product","1.20E+01"
"Pressurized metered dose inhaler, Fenoterol (50 mcg) + ipratropium bromide (21 mcg)","One product","1.75E+01"
"Pressurized metered dose inhaler, Fenoterol (100 mcg)","One product","1.70E+01"
"Pressurized metered dose inhaler, Fluticasone (250 mcg)","One product","1.54E+01"
"Pressurized metered dose inhaler, Salbutamol (100 mcg)","One product","2.25E+01"
"Pressurized metered dose inhaler, Salmeterol (25 mcg) + fluticasone (250 mcg)","One product","1.45E+01"
"Primary care consultations, in person","433890 consultations","6.91E+05"
"Primary care consultations, telemedical center","433890 consultations","4.44E+05"
"Products used for carpal tunnel decompression (hand pack), ‘hand pack’ packaging (drape component), single-use","One use","9.10E-02"
"Products used for carpal tunnel decompression (hand pack), ‘hand pack’ packaging (single-use equipment component)","One use","1.40E-02"
"Products used for carpal tunnel decompression (hand pack), bowl, single-use","One use","6.40E-02"
"Products used for carpal tunnel decompression (hand pack), foam cube, single-use","One use","9.00E-03"
"Products used for carpal tunnel decompression (hand pack), gauze swab, single-use","One use","1.88E-01"
"Products used for carpal tunnel decompression (hand pack), kidney dish, single-use","One use","1.47E-01"
"Products used for carpal tunnel decompression (hand pack), light cover, single-use","One use","1.50E-02"
"Products used for carpal tunnel decompression (hand pack), needle counter, single-use","One use","2.37E-01"
"Products used for carpal tunnel decompression (hand pack), patient drape (fenestrated hand drape), single-use","One use","2.74E+00"
"Products used for carpal tunnel decompression (hand pack), surgical blade, single-use","One use","7.00E-03"
"Products used for carpal tunnel decompression (hand pack), syringe (20 ml), single-use","One use","2.70E-02"
"Products used for carpal tunnel decompression (hand pack), table drape (instruments), single-use","One use","1.05E+00"
"Products used for carpal tunnel decompression, all products","One procedure","1.20E+01"
"Products used for carpal tunnel decompression, bupivacaine hydrochloride 0.5% (10 ml)","One item","2.50E-01"
"Products used for carpal tunnel decompression, chlorhexidine 2%  from 500 ml container (100 ml)","One item","1.07E-01"
"Products used for carpal tunnel decompression, clear bin bag (linen laundering), single-use","One use","1.30E-02"
"Products used for carpal tunnel decompression, crepe bandage (7.5 cm wide), single-use","One use","3.09E-01"
"Products used for carpal tunnel decompression, disinfectant sachet, single-use","One use","2.70E-02"
"Products used for carpal tunnel decompression, disinfectant wipe, single-use","One use","1.40E-02"
"Products used for carpal tunnel decompression, elasticated fabric dressing strip, single-use","One use","2.00E-03"
"Products used for carpal tunnel decompression, gauze (individual piece), single-use","One use","3.70E-02"
"Products used for carpal tunnel decompression, gauze (sterile pack), single-use","One use","2.03E-01"
"Products used for carpal tunnel decompression, gloves (non-sterile, pair), single-use","One use","2.20E-02"
"Products used for carpal tunnel decompression, hyaluronidase 1500 I.U. (10 ml)","One item","3.88E-01"
"Products used for carpal tunnel decompression, incontinence pad, single-use","One use","9.60E-02"
"Products used for carpal tunnel decompression, levobupivacaine 5mg/10 ml (10 ml)","One item","2.39E-01"
"Products used for carpal tunnel decompression, lidocaine 1% (10 ml)","One item","3.02E-01"
"Products used for carpal tunnel decompression, lidocaine 1% with adrenaline 1:200,000 (20 ml)","One item","7.02E-01"
"Products used for carpal tunnel decompression, minor op set, reusable","One use","1.92E+00"
"Products used for carpal tunnel decompression, mop head, single-use","One use","1.52E-01"
"Products used for carpal tunnel decompression, nail scrubbing brush, single-use","One use","4.50E-02"
"Products used for carpal tunnel decompression, needle (blue), single-use","One use","3.00E-03"
"Products used for carpal tunnel decompression, needle (green), single-use","One use","4.00E-03"
"Products used for carpal tunnel decompression, needle (red), single-use","One use","6.00E-03"
"Products used for carpal tunnel decompression, non-woven dressing, single-use","One use","1.00E-02"
"Products used for carpal tunnel decompression, orange waste bag (infectious waste) with cable tie from scrub room, single-use","One use","6.10E-02"
"Products used for carpal tunnel decompression, orange waste bag (infectious waste) with cable tie from theatre, single-use","One use","3.07E-01"
"Products used for carpal tunnel decompression, red bag (linen laundering) with cable tie, single use","One use","2.60E-02"
"Products used for carpal tunnel decompression, scrubs, reusable","One use","4.60E-02"
"Products used for carpal tunnel decompression, skin marker, single-use","One use","5.50E-02"
"Products used for carpal tunnel decompression, sodium chloride 0.9% from 1 litre bottle (100 ml)","One item","7.60E-02"
"Products used for carpal tunnel decompression, sterile gloves (pair), single-use","One use","1.24E-01"
"Products used for carpal tunnel decompression, sterile gloves (two pair, latex free), single-use","One use","1.81E-01"
"Products used for carpal tunnel decompression, sterile gloves (two pairs), single-use","One use","1.85E-01"
"Products used for carpal tunnel decompression, stockinette tubular bandage, single-use","One use","8.30E-02"
"Products used for carpal tunnel decompression, surgical blade, single-use","One use","7.00E-03"
"Products used for carpal tunnel decompression, surgical face mask with eye protection, single-use","One use","3.80E-02"
"Products used for carpal tunnel decompression, surgical face mask, single-use","One use","1.70E-02"
"Products used for carpal tunnel decompression, surgical gown (including hand towels), single-use","One use","6.55E-01"
"Products used for carpal tunnel decompression, surgical hat, single-use","One use","4.00E-03"
"Products used for carpal tunnel decompression, suture (monofilament, non-absorbable 5-0), single-use","One use","7.00E-03"
"Products used for carpal tunnel decompression, suture (monofilament, non-absorbable, 4-0), single-use","One use","7.00E-03"
"Products used for carpal tunnel decompression, syringe (10 ml), single-use","One use","2.80E-02"
"Products used for carpal tunnel decompression, syringe (20 ml), single-use","One use","6.50E-02"
"Products used for carpal tunnel decompression, tape (clear), single-use","One use","3.30E-02"
"Products used for carpal tunnel decompression, tourniquet pressure cuff, reusable","One use","7.90E-02"
"Products used for carpal tunnel decompression, undercast padding, single-use","One use","5.20E-02"
"Products used for carpal tunnel decompression, visor, single-use","One use","4.30E-02"
"Products used for inguinal hernia repair, absorbent towel pack, single-use","One use","7.60E-02"
"Products used for inguinal hernia repair, all products","One procedure","1.17E+01"
"Products used for inguinal hernia repair, black waste bag (domestic waste) with cable tie, single-use","One use","1.05E-01"
"Products used for inguinal hernia repair, chlorhexidine 1% from 500 ml container (100 ml)","One item","1.07E-01"
"Products used for inguinal hernia repair, chlorine tablet","One use","7.00E-03"
"Products used for inguinal hernia repair, clear bin bag (for swab count), single-use","One use","7.20E-02"
"Products used for inguinal hernia repair, clear bin bag (recycling) with cable tie, single-use","One use","6.60E-02"
"Products used for inguinal hernia repair, collingwood stewart hernia forceps, reusable","One use","1.97E-01"
"Products used for inguinal hernia repair, diathermy pad lead, single-use","One use","9.00E-03"
"Products used for inguinal hernia repair, diathermy pad, single-use, waste stream: clinical waste","One use","7.60E-02"
"Products used for inguinal hernia repair, diathermy pad, single-use, waste stream: infectious waste","One use","7.00E-02"
"Products used for inguinal hernia repair, diathermy tip, single-use","One use","1.70E-02"
"Products used for inguinal hernia repair, disinfectant sachet, single-use","One use","3.40E-02"
"Products used for inguinal hernia repair, disinfectant wipe, single-use, waste stream: clinical waste","One use","2.20E-02"
"Products used for inguinal hernia repair, disinfectant wipe, single-use, waste stream: infectious waste","One use","2.00E-02"
"Products used for inguinal hernia repair, gauze (sterile pack, 10x7.5 cm), single-use, waste stream: clinical and domestic waste","One use","1.67E-01"
"Products used for inguinal hernia repair, gauze (sterile pack, 10x7.5 cm), single-use, waste stream: infectious waste","One use","1.59E-01"
"Products used for inguinal hernia repair, gauze (sterile pack, 10x10 cm), single-use, waste stream: clinical and domestic waste","One use","2.13E-01"
"Products used for inguinal hernia repair, gauze (sterile pack, 10x10 cm), single-use, waste stream: infectious waste","One use","2.03E-01"
"Products used for inguinal hernia repair, gauze (sterile pack, 30x30 cm), single-use","One use","7.13E-01"
"Products used for inguinal hernia repair, general basic set (A), reusable","One use","3.02E+00"
"Products used for inguinal hernia repair, general basic set (B), reusable","One use","2.40E+00"
"Products used for inguinal hernia repair, gloves (non-sterile, pair), single-use, waste stream: clinical waste","One use","2.50E-02"
"Products used for inguinal hernia repair, gloves (non-sterile, pair), single-use, waste stream: infectious waste","One use","2.20E-02"
"Products used for inguinal hernia repair, green bag (linen laundering) with cable tie, single-use","One use","1.70E-02"
"Products used for inguinal hernia repair, high fluid drape, reusable","One use","1.10E+00"
"Products used for inguinal hernia repair, huck towel, reusable","One use","1.24E-01"
"Products used for inguinal hernia repair, incontinence pad, single-use, waste stream: clinical waste","One use","9.50E-02"
"Products used for inguinal hernia repair, incontinence pad, single-use, waste stream: infectious waste","One use","8.10E-02"
"Products used for inguinal hernia repair, kidney dish, single-use","One use","7.30E-02"
"Products used for inguinal hernia repair, levobupivacaine 5mg/10 ml (10 ml), waste stream: clinical waste","One item","2.41E-01"
"Products used for inguinal hernia repair, levobupivacaine 5mg/10 ml (10 ml), waste stream: infectious waste","One item","2.39E-01"
"Products used for inguinal hernia repair, light handle, single-use, waste stream: clinical and domestic waste","One use","3.00E-02"
"Products used for inguinal hernia repair, light handle, single-use, waste stream: infectious waste","One use","3.00E-02"
"Products used for inguinal hernia repair, low fluid drape, reusable","One use","7.45E-01"
"Products used for inguinal hernia repair, mesh, single-use, waste stream: clinical waste","One use","2.79E-01"
"Products used for inguinal hernia repair, mesh, single-use, waste stream: infectious waste","One use","2.29E-01"
"Products used for inguinal hernia repair, monopolar diathermy with smoke evacuation system, single-use, waste stream: clinical waste and medicinal contaminated sharps waste","One use","7.42E-01"
"Products used for inguinal hernia repair, monopolar diathermy with smoke evacuation system, single-use, waste stream: infectious waste and medicinal contaminated sharps waste","One use","6.41E-01"
"Products used for inguinal hernia repair, mop head, single-use, waste stream: clinical waste","One use","2.02E-01"
"Products used for inguinal hernia repair, mop head, single-use, waste stream: infectious waste","One use","1.90E-01"
"Products used for inguinal hernia repair, nail scrubbing brush, single-use, waste stream: clinical waste","One use","5.20E-02"
"Products used for inguinal hernia repair, nail scrubbing brush, single-use, waste stream: domestic waste","One use","3.90E-02"
"Products used for inguinal hernia repair, needle (green), single-use, waste stream: domestic waste and medicinal contaminated sharps waste","One use","3.00E-03"
"Products used for inguinal hernia repair, needle (green), single-use, waste stream: infectious waste and medicinal contaminated sharps waste","One use","4.00E-03"
"Products used for inguinal hernia repair, needle counter, single-use, waste stream: domestic waste and medicinal contaminated sharps waste","One use","2.53E-01"
"Products used for inguinal hernia repair, needle counter, single-use, waste stream: infectious waste and medicinal contaminated sharps waste","One use","2.55E-01"
"Products used for inguinal hernia repair, nonwoven dressing (10x20 cm), single-use, waste stream: clinical waste and domestic waste","One use","2.50E-02"
"Products used for inguinal hernia repair, nonwoven dressing (10x20 cm), single-use, waste stream: infectious waste and domestic waste","One use","2.30E-02"
"Products used for inguinal hernia repair, nonwoven dressing (10x30 cm), single-use","One use","5.00E-02"
"Products used for inguinal hernia repair, orange waste bag (infectious waste, large) with cable tie, single-use","One use","3.07E-01"
"Products used for inguinal hernia repair, orange waste bag (infectious waste, small) with cable tie, single-use","One use","1.36E-01"
"Products used for inguinal hernia repair, patient drape (incise drape, with iodine), single-use","One use","1.16E-01"
"Products used for inguinal hernia repair, povidone Iodine 10% from 500 ml container (60 ml)","One item","1.83E-01"
"Products used for inguinal hernia repair, pre-operative adhesive glove, single-use, waste stream: clinical waste","One use","1.40E-02"
"Products used for inguinal hernia repair, pre-operative adhesive glove, single-use, waste stream: infectious waste","One use","1.20E-02"
"Products used for inguinal hernia repair, red bag (linen laundering) with cable tie, single-use","One use","3.20E-02"
"Products used for inguinal hernia repair, reinforced skin closure strip, single-use","One use","9.00E-03"
"Products used for inguinal hernia repair, roberts artery forceps, reusable","One use","1.97E-01"
"Products used for inguinal hernia repair, scrubs, reusable","One use","5.80E-02"
"Products used for inguinal hernia repair, shaver base, single-use, waste stream: clinical waste and batteries recycling","One use","4.70E-04"
"Products used for inguinal hernia repair, shaver base, single-use, waste stream: infectious waste and batteries recycling","One use","4.40E-04"
"Products used for inguinal hernia repair, shaver head, single-use, waste stream: clinical waste and medicinal contaminated sharps waste","One use","4.70E-02"
"Products used for inguinal hernia repair, shaver head, single-use, waste stream: infectious waste and medicinal contaminated sharps waste","One use","4.70E-02"
"Products used for inguinal hernia repair, sodium chloride 0.9% from 1 litre bottle (50 ml)","One item","3.80E-02"
"Products used for inguinal hernia repair, specimen pot (40 ml 4% formaldehyde), single-use","One use","1.33E-01"
"Products used for inguinal hernia repair, sterile gloves (one pair, latex free), single-use, waste stream: clinical waste","One use","1.26E-01"
"Products used for inguinal hernia repair, sterile gloves (one pair, latex free), single-use, waste stream: infectious and domestic waste","One use","1.02E-01"
"Products used for inguinal hernia repair, sterile gloves (pair), single-use, waste stream: clinical waste","One use","1.44E-01"
"Products used for inguinal hernia repair, sterile gloves (pair), single-use, waste stream: infectious and domestic waste","One use","1.19E-01"
"Products used for inguinal hernia repair, sterile gloves (two pairs), single-use","One use","1.79E-01"
"Products used for inguinal hernia repair, sterile under-gloves (pair), single-use, waste steam: infectious and domestic waste","One use","8.80E-02"
"Products used for inguinal hernia repair, sterile under-gloves (pair), single-use, waste stream: clinical waste","One use","1.08E-01"
"Products used for inguinal hernia repair, surgical blade (10), single-use, waste stream: domestic waste and medicinal contaminated sharps waste","One use","8.00E-03"
"Products used for inguinal hernia repair, surgical blade (10), single-use, waste stream: infectious waste and medicinal contaminated sharps waste","One use","8.00E-03"
"Products used for inguinal hernia repair, surgical face mask with eye protection, single-use, waste stream: clinical waste","One use","4.30E-02"
"Products used for inguinal hernia repair, surgical face mask with eye protection, single-use, waste stream: infectious waste","One use","3.80E-02"
"Products used for inguinal hernia repair, surgical face mask, single-use, waste stream: clinical waste","One use","2.00E-02"
"Products used for inguinal hernia repair, surgical face mask, single-use, waste stream: infectious waste","One use","1.70E-02"
"Products used for inguinal hernia repair, surgical gown (including hand towels), reusable, waste stream: clothing recycling and clinical waste","One use","3.01E-01"
"Products used for inguinal hernia repair, surgical gown (including hand towels), reusable, waste stream: clothing recycling and domestic waste","One use","2.53E-01"
"Products used for inguinal hernia repair, surgical gown (including hand towels), single-use, waste stream: clinical waste","One use","7.74E-01"
"Products used for inguinal hernia repair, surgical gown (including hand towels), single-use, waste stream: infectious and domestic waste","One use","6.60E-01"
"Products used for inguinal hernia repair, surgical hat, reusable","One use","4.00E-03"
"Products used for inguinal hernia repair, surgical hat, single-use, waste stream: clinical waste","One use","4.00E-03"
"Products used for inguinal hernia repair, surgical hat, single-use, waste stream: infectious waste","One use","4.00E-03"
"Products used for inguinal hernia repair, surgical suspensory bandage, single-use","One use","2.01E-01"
"Products used for inguinal hernia repair, suture (braided, absorbable, 0), single-use, waste stream: domestic waste and medicinal contaminated sharps waste","One use","1.70E-02"
"Products used for inguinal hernia repair, suture (braided, absorbable, 0), single-use, waste stream: infectious waste and medicinal contaminated sharps waste","One use","1.80E-02"
"Products used for inguinal hernia repair, suture (braided, absorbable, 2-0), single-use, waste stream: domestic waste and medicinal contaminated sharps waste","One use","1.70E-02"
"Products used for inguinal hernia repair, suture (braided, absorbable, 2-0), single-use, waste stream: infectious waste and medicinal contaminated sharps waste","One use","1.80E-02"
"Products used for inguinal hernia repair, suture (monofilament, absorbable, 3-0), single-use, waste stream: domestic waste and medicinal contaminated sharps waste","One use","1.70E-02"
"Products used for inguinal hernia repair, suture (monofilament, absorbable, 3-0), single-use, waste stream: infectious waste and medicinal contaminated sharps waste","One use","1.80E-02"
"Products used for inguinal hernia repair, suture (monofilament, nonabsorbable, 1), single-use, waste stream: domestic waste and medicinal contaminated sharps waste","One use","1.70E-02"
"Products used for inguinal hernia repair, suture (monofilament, nonabsorbable, 1), single-use, waste stream: infectious waste and medicinal contaminated sharps waste","One use","1.80E-02"
"Products used for inguinal hernia repair, suture (monofilament, nonabsorbable, 2-0), single-use, waste stream: domestic waste and medicinal contaminated sharps waste","One use","1.70E-02"
"Products used for inguinal hernia repair, suture (monofilament, nonabsorbable, 2-0), single-use, waste stream: infectious waste and medicinal contaminated sharps waste","One use","1.80E-02"
"Products used for inguinal hernia repair, syringe (20 ml), single-use, waste stream: clinical waste","One use","7.20E-02"
"Products used for inguinal hernia repair, syringe (20 ml), single-use, waste stream: infectious waste","One use","6.50E-02"
"Products used for inguinal hernia repair, table drape (instruments), single-use","One use","7.75E-01"
"Products used for inguinal hernia repair, topical skin adhesive (0.8 g)","One item","3.93E+00"
"Products used for inguinal hernia repair, yellow waste bag (clinical waste) with cable tie, single-use","One use","1.53E-01"
"Products used for laparoscopic cholecystectomy, absorbent towel pack, single-use","One use","7.60E-02"
"Products used for laparoscopic cholecystectomy, all products","One procedure","2.03E+01"
"Products used for laparoscopic cholecystectomy, anti-fog endoscopic demister, single-use, waste stream: infectious waste","One use","6.82E-01"
"Products used for laparoscopic cholecystectomy, anti-fog endoscopic demister, single-use, waste stream: non-infectious offensive waste and domestic waste","One use","6.75E-01"
"Products used for laparoscopic cholecystectomy, black waste bag (domestic waste) with cable tie, single-use","One use","1.05E-01"
"Products used for laparoscopic cholecystectomy, carbon dioxide (from 3kg cylinder containing 450 L)","One item","6.00E-03"
"Products used for laparoscopic cholecystectomy, chlorhexidine 1%  from 500 ml container (50 ml)","One item","5.40E-02"
"Products used for laparoscopic cholecystectomy, clear bin bag (quiver diathermy), single-use","One use","6.00E-02"
"Products used for laparoscopic cholecystectomy, clear bin bag (recycling) with cable tie, single-use","One use","6.00E-02"
"Products used for laparoscopic cholecystectomy, diathermy lead, reusable","One use","2.04E-01"
"Products used for laparoscopic cholecystectomy, diathermy pad lead, reusable","One use","9.00E-03"
"Products used for laparoscopic cholecystectomy, diathermy pad, single-use, waste stream: infectious waste","One use","7.00E-02"
